CTYNAME,STNAME,POPESTIMATE2019,Per 100000 People
Oregon County,Missouri,10529,0.10529
Orleans County,New York,40352,0.40352
Orleans County,Vermont,27037,0.27037
Orleans Parish,Louisiana,390144,3.90144
Osage County,Kansas,15949,0.15949
Osage County,Missouri,13615,0.13615
Osage County,Oklahoma,46963,0.46963
Osborne County,Kansas,3421,0.03421
Osceola County,Florida,375751,3.75751
Osceola County,Iowa,5958,0.05958
Osceola County,Michigan,23460,0.2346
Oscoda County,Michigan,8241,0.08241
Oswego County,New York,117124,1.17124
Otero County,Colorado,18278,0.18278
Otero County,New Mexico,67490,0.6749
Otoe County,Nebraska,16012,0.16012
Otsego County,Michigan,24668,0.24668
Otsego County,New York,59493,0.59493
Ottawa County,Kansas,5704,0.05704
Ottawa County,Michigan,291830,2.9183
Ottawa County,Ohio,40525,0.40525
Ottawa County,Oklahoma,31127,0.31127
Otter Tail County,Minnesota,58746,0.58746
Ouachita County,Arkansas,23382,0.23382
Ouachita Parish,Louisiana,153279,1.53279
Ouray County,Colorado,4952,0.04952
Outagamie County,Wisconsin,187885,1.87885
Overton County,Tennessee,22241,0.22241
Owen County,Indiana,20799,0.20799
Owen County,Kentucky,10901,0.10901
Owsley County,Kentucky,4415,0.04415
Owyhee County,Idaho,11823,0.11823
Oxford County,Maine,57975,0.57975
Ozark County,Missouri,9174,0.09174
Ozaukee County,Wisconsin,89221,0.89221
Pacific County,Washington,22471,0.22471
Page County,Virginia,23902,0.23902
Page County,Iowa,15107,0.15107
Palm Beach County,Florida,1496770,14.9677
Palo Alto County,Iowa,8886,0.08886
Palo Pinto County,Texas,29189,0.29189
Pamlico County,North Carolina,12726,0.12726
Panola County,Mississippi,34192,0.34192
Panola County,Texas,23194,0.23194
Park County,Colorado,18845,0.18845
Park County,Montana,16606,0.16606
Park County,Wyoming,29194,0.29194
Parke County,Indiana,16937,0.16937
Parker County,Texas,142878,1.42878
Parmer County,Texas,9605,0.09605
Pasco County,Florida,553947,5.53947
Pasquotank County,North Carolina,39824,0.39824
Passaic County,New Jersey,501826,5.01826
Patrick County,Virginia,17608,0.17608
Paulding County,Georgia,168667,1.68667
Paulding County,Ohio,18672,0.18672
Pawnee County,Kansas,6414,0.06414
Pawnee County,Nebraska,2613,0.02613
Pawnee County,Oklahoma,16376,0.16376
Payette County,Idaho,23951,0.23951
Payne County,Oklahoma,81784,0.81784
Peach County,Georgia,27546,0.27546
Pearl River County,Mississippi,55535,0.55535
Pecos County,Texas,15823,0.15823
Pembina County,North Dakota,6801,0.06801
Pemiscot County,Missouri,15805,0.15805
Pend Oreille County,Washington,13724,0.13724
Pender County,North Carolina,63060,0.6306
Pendleton County,Kentucky,14590,0.1459
Pendleton County,West Virginia,6969,0.06969
Pennington County,Minnesota,14119,0.14119
Pennington County,South Dakota,113775,1.13775
Penobscot County,Maine,152148,1.52148
Peoria County,Illinois,179179,1.79179
Pepin County,Wisconsin,7287,0.07287
Perkins County,Nebraska,2891,0.02891
Perkins County,South Dakota,2865,0.02865
Perquimans County,North Carolina,13463,0.13463
Perry County,Tennessee,8076,0.08076
Perry County,Pennsylvania,46272,0.46272
Perry County,Ohio,36134,0.36134
Perry County,Mississippi,11973,0.11973
Perry County,Missouri,19136,0.19136
Perry County,Alabama,8923,0.08923
Perry County,Arkansas,10455,0.10455
Perry County,Illinois,20916,0.20916
Perry County,Indiana,19169,0.19169
Perry County,Kentucky,25758,0.25758
Pershing County,Nevada,6725,0.06725
Person County,North Carolina,39490,0.3949
Petersburg Borough,Alaska,3266,0.03266
Petersburg city,Virginia,31346,0.31346
Petroleum County,Montana,487,0.00487
Pettis County,Missouri,42339,0.42339
Phelps County,Missouri,44573,0.44573
Phelps County,Nebraska,9034,0.09034
Philadelphia County,Pennsylvania,1584064,15.84064
Phillips County,Arkansas,17782,0.17782
Phillips County,Colorado,4265,0.04265
Phillips County,Kansas,5234,0.05234
Phillips County,Montana,3954,0.03954
Piatt County,Illinois,16344,0.16344
Pickaway County,Ohio,58457,0.58457
Pickens County,Alabama,19930,0.1993
Pickens County,Georgia,32591,0.32591
Pickens County,South Carolina,126884,1.26884
Pickett County,Tennessee,5048,0.05048
Pierce County,Washington,904980,9.0498
Pierce County,Wisconsin,42754,0.42754
Pierce County,Nebraska,7148,0.07148
Pierce County,North Dakota,3975,0.03975
Pierce County,Georgia,19465,0.19465
Pike County,Pennsylvania,55809,0.55809
Pike County,Alabama,33114,0.33114
Pike County,Arkansas,10718,0.10718
Pike County,Georgia,18962,0.18962
Pike County,Illinois,15561,0.15561
Pike County,Indiana,12389,0.12389
Pike County,Kentucky,57876,0.57876
Pike County,Missouri,18302,0.18302
Pike County,Mississippi,39288,0.39288
Pike County,Ohio,27772,0.27772
Pima County,Arizona,1047279,10.47279
Pinal County,Arizona,462789,4.62789
Pine County,Minnesota,29579,0.29579
Pinellas County,Florida,974996,9.74996
Pipestone County,Minnesota,9126,0.09126
Piscataquis County,Maine,16785,0.16785
Pitkin County,Colorado,17767,0.17767
Pitt County,North Carolina,180742,1.80742
Pittsburg County,Oklahoma,43654,0.43654
Pittsylvania County,Virginia,60354,0.60354
Piute County,Utah,1479,0.01479
Placer County,California,398329,3.98329
Plaquemines Parish,Louisiana,23197,0.23197
Platte County,Nebraska,33470,0.3347
Platte County,Wyoming,8393,0.08393
Platte County,Missouri,104418,1.04418
Pleasants County,West Virginia,7460,0.0746
Plumas County,California,18807,0.18807
Plymouth County,Iowa,25177,0.25177
Plymouth County,Massachusetts,521202,5.21202
Pocahontas County,Iowa,6619,0.06619
Pocahontas County,West Virginia,8247,0.08247
Poinsett County,Arkansas,23528,0.23528
Pointe Coupee Parish,Louisiana,21730,0.2173
Polk County,Arkansas,19964,0.19964
Polk County,Florida,724777,7.24777
Polk County,Georgia,42613,0.42613
Polk County,Iowa,490161,4.90161
Polk County,Minnesota,31364,0.31364
Polk County,Missouri,32149,0.32149
Polk County,North Carolina,20724,0.20724
Polk County,Nebraska,5213,0.05213
Polk County,Oregon,86085,0.86085
Polk County,Tennessee,16832,0.16832
Polk County,Texas,51353,0.51353
Polk County,Wisconsin,43783,0.43783
Pondera County,Montana,5911,0.05911
Pontotoc County,Mississippi,32174,0.32174
Pontotoc County,Oklahoma,38284,0.38284
Pope County,Arkansas,64072,0.64072
Pope County,Illinois,4177,0.04177
Pope County,Minnesota,11249,0.11249
Poquoson city,Virginia,12271,0.12271
Portage County,Ohio,162466,1.62466
Portage County,Wisconsin,70772,0.70772
Porter County,Indiana,170389,1.70389
Portsmouth city,Virginia,94398,0.94398
Posey County,Indiana,25427,0.25427
Pottawatomie County,Kansas,24383,0.24383
Pottawatomie County,Oklahoma,72592,0.72592
Pottawattamie County,Iowa,93206,0.93206
Potter County,Pennsylvania,16526,0.16526
Potter County,South Dakota,2153,0.02153
Potter County,Texas,117415,1.17415
Powder River County,Montana,1682,0.01682
Powell County,Kentucky,12359,0.12359
Powell County,Montana,6890,0.0689
Power County,Idaho,7681,0.07681
Poweshiek County,Iowa,18504,0.18504
Powhatan County,Virginia,29652,0.29652
Prairie County,Montana,1077,0.01077
Prairie County,Arkansas,8062,0.08062
Pratt County,Kansas,9164,0.09164
Preble County,Ohio,40882,0.40882
Prentiss County,Mississippi,25126,0.25126
Presidio County,Texas,6704,0.06704
Presque Isle County,Michigan,12592,0.12592
Preston County,West Virginia,33432,0.33432
Price County,Wisconsin,13351,0.13351
Prince Edward County,Virginia,22802,0.22802
Prince George County,Virginia,38353,0.38353
Prince George's County,Maryland,909327,9.09327
Prince of Wales-Hyder Census Area,Alaska,6203,0.06203
Prince William County,Virginia,470335,4.70335
Providence County,Rhode Island,638931,6.38931
Prowers County,Colorado,12172,0.12172
Pueblo County,Colorado,168424,1.68424
Pulaski County,Arkansas,391911,3.91911
Pulaski County,Georgia,11137,0.11137
Pulaski County,Illinois,5335,0.05335
Pulaski County,Indiana,12353,0.12353
Pulaski County,Kentucky,64979,0.64979
Pulaski County,Missouri,52607,0.52607
Pulaski County,Virginia,34027,0.34027
Pushmataha County,Oklahoma,11096,0.11096
Putnam County,Florida,74521,0.74521
Putnam County,Illinois,5739,0.05739
Putnam County,Georgia,22119,0.22119
Putnam County,Indiana,37576,0.37576
Putnam County,Missouri,4696,0.04696
Putnam County,New York,98320,0.9832
Putnam County,Ohio,33861,0.33861
Putnam County,Tennessee,80245,0.80245
Putnam County,West Virginia,56450,0.5645
Quay County,New Mexico,8253,0.08253
Queen Anne's County,Maryland,50381,0.50381
Queens County,New York,2253858,22.53858
Quitman County,Georgia,2299,0.02299
Quitman County,Mississippi,6792,0.06792
Rabun County,Georgia,17137,0.17137
Racine County,Wisconsin,196311,1.96311
Radford city,Virginia,18249,0.18249
Rains County,Texas,12514,0.12514
Raleigh County,West Virginia,73361,0.73361
Ralls County,Missouri,10309,0.10309
Ramsey County,Minnesota,550321,5.50321
Ramsey County,North Dakota,11519,0.11519
Randall County,Texas,137713,1.37713
Randolph County,Indiana,24665,0.24665
Randolph County,Missouri,24748,0.24748
Randolph County,North Carolina,143667,1.43667
Randolph County,West Virginia,28695,0.28695
Randolph County,Illinois,31782,0.31782
Randolph County,Georgia,6778,0.06778
Randolph County,Arkansas,17958,0.17958
Randolph County,Alabama,22722,0.22722
Rankin County,Mississippi,155271,1.55271
Ransom County,North Dakota,5218,0.05218
Rapides Parish,Louisiana,129648,1.29648
Rappahannock County,Virginia,7370,0.0737
Ravalli County,Montana,43806,0.43806
Rawlins County,Kansas,2530,0.0253
Ray County,Missouri,23018,0.23018
Reagan County,Texas,3849,0.03849
Real County,Texas,3452,0.03452
Red Lake County,Minnesota,4055,0.04055
Red River County,Texas,12023,0.12023
Red River Parish,Louisiana,8442,0.08442
Red Willow County,Nebraska,10724,0.10724
Redwood County,Minnesota,15170,0.1517
Reeves County,Texas,15976,0.15976
Refugio County,Texas,6948,0.06948
Reno County,Kansas,61998,0.61998
Rensselaer County,New York,158714,1.58714
Renville County,Minnesota,14548,0.14548
Renville County,North Dakota,2327,0.02327
Republic County,Kansas,4636,0.04636
Reynolds County,Missouri,6270,0.0627
Rhea County,Tennessee,33167,0.33167
Rice County,Kansas,9537,0.09537
Rice County,Minnesota,66972,0.66972
Rich County,Utah,2483,0.02483
Richardson County,Nebraska,7865,0.07865
Richland County,North Dakota,16177,0.16177
Richland County,Illinois,15513,0.15513
Richland County,Montana,10803,0.10803
Richland County,Ohio,121154,1.21154
Richland County,South Carolina,415759,4.15759
Richland County,Wisconsin,17252,0.17252
Richland Parish,Louisiana,20122,0.20122
Richmond city,Virginia,230436,2.30436
Richmond County,Georgia,202518,2.02518
Richmond County,North Carolina,44829,0.44829
Richmond County,New York,476143,4.76143
Richmond County,Virginia,9023,0.09023
Riley County,Kansas,74232,0.74232
Ringgold County,Iowa,4894,0.04894
Rio Arriba County,New Mexico,38921,0.38921
Rio Blanco County,Colorado,6324,0.06324
Rio Grande County,Colorado,11267,0.11267
Ripley County,Missouri,13288,0.13288
Ripley County,Indiana,28324,0.28324
Ritchie County,West Virginia,9554,0.09554
Riverside County,California,2470546,24.70546
Roane County,Tennessee,53382,0.53382
Roane County,West Virginia,13688,0.13688
Roanoke city,Virginia,99143,0.99143
Roanoke County,Virginia,94186,0.94186
Roberts County,South Dakota,10394,0.10394
Roberts County,Texas,854,0.00854
Robertson County,Kentucky,2108,0.02108
Robertson County,Tennessee,71813,0.71813
Robertson County,Texas,17074,0.17074
Robeson County,North Carolina,130625,1.30625
Rock County,Minnesota,9315,0.09315
Rock County,Nebraska,1357,0.01357
Rock County,Wisconsin,163354,1.63354
Rock Island County,Illinois,141879,1.41879
Rockbridge County,Virginia,22573,0.22573
Rockcastle County,Kentucky,16695,0.16695
Rockdale County,Georgia,90896,0.90896
Rockingham County,Virginia,81948,0.81948
Rockingham County,North Carolina,91010,0.9101
Rockingham County,New Hampshire,309769,3.09769
Rockland County,New York,325789,3.25789
Rockwall County,Texas,104915,1.04915
Roger Mills County,Oklahoma,3583,0.03583
Rogers County,Oklahoma,92459,0.92459
Rolette County,North Dakota,14176,0.14176
Rooks County,Kansas,4920,0.0492
Roosevelt County,Montana,11004,0.11004
Roosevelt County,New Mexico,18500,0.185
Roscommon County,Michigan,24019,0.24019
Roseau County,Minnesota,15165,0.15165
Rosebud County,Montana,8937,0.08937
Ross County,Ohio,76666,0.76666
Routt County,Colorado,25638,0.25638
Rowan County,Kentucky,24460,0.2446
Rowan County,North Carolina,142088,1.42088
Runnels County,Texas,10264,0.10264
Rush County,Indiana,16581,0.16581
Rush County,Kansas,3036,0.03036
Rusk County,Texas,54406,0.54406
Rusk County,Wisconsin,14178,0.14178
Russell County,Virginia,26586,0.26586
Russell County,Kentucky,17923,0.17923
Russell County,Alabama,57961,0.57961
Russell County,Kansas,6856,0.06856
Rutherford County,Tennessee,332285,3.32285
Rutherford County,North Carolina,67029,0.67029
Rutland County,Vermont,58191,0.58191
Sabine County,Texas,10542,0.10542
Sabine Parish,Louisiana,23884,0.23884
Sac County,Iowa,9721,0.09721
Sacramento County,California,1552058,15.52058
Sagadahoc County,Maine,35856,0.35856
Saginaw County,Michigan,190539,1.90539
Saguache County,Colorado,6824,0.06824
Salem city,Virginia,25301,0.25301
Salem County,New Jersey,62385,0.62385
Saline County,Arkansas,122437,1.22437
Saline County,Illinois,23491,0.23491
Saline County,Kansas,54224,0.54224
Saline County,Missouri,22761,0.22761
Saline County,Nebraska,14224,0.14224
Salt Lake County,Utah,1160437,11.60437
Saluda County,South Carolina,20473,0.20473
Sampson County,North Carolina,63531,0.63531
San Augustine County,Texas,8237,0.08237
San Benito County,California,62808,0.62808
San Bernardino County,California,2180085,21.80085
San Diego County,California,3338330,33.3833
San Francisco County,California,881549,8.81549
San Jacinto County,Texas,28859,0.28859
San Joaquin County,California,762148,7.62148
San Juan County,Colorado,728,0.00728
San Juan County,New Mexico,123958,1.23958
San Juan County,Utah,15308,0.15308
San Juan County,Washington,17582,0.17582
San Luis Obispo County,California,283111,2.83111
San Mateo County,California,766573,7.66573
San Miguel County,Colorado,8179,0.08179
San Miguel County,New Mexico,27277,0.27277
San Patricio County,Texas,66730,0.6673
San Saba County,Texas,6055,0.06055
Sanborn County,South Dakota,2344,0.02344
Sanders County,Montana,12113,0.12113
Sandoval County,New Mexico,146748,1.46748
Sandusky County,Ohio,58518,0.58518
Sangamon County,Illinois,194672,1.94672
Sanilac County,Michigan,41170,0.4117
Sanpete County,Utah,30939,0.30939
Santa Barbara County,California,446499,4.46499
Santa Clara County,California,1927852,19.27852
Santa Cruz County,California,273213,2.73213
Santa Cruz County,Arizona,46498,0.46498
Santa Fe County,New Mexico,150358,1.50358
Santa Rosa County,Florida,184313,1.84313
Sarasota County,Florida,433742,4.33742
Saratoga County,New York,229863,2.29863
Sargent County,North Dakota,3898,0.03898
Sarpy County,Nebraska,187196,1.87196
Sauk County,Wisconsin,64442,0.64442
Saunders County,Nebraska,21578,0.21578
Sawyer County,Wisconsin,16558,0.16558
Schenectady County,New York,155299,1.55299
Schleicher County,Texas,2793,0.02793
Schley County,Georgia,5257,0.05257
Schoharie County,New York,30999,0.30999
Schoolcraft County,Michigan,8094,0.08094
Schuyler County,Illinois,6768,0.06768
Schuyler County,Missouri,4660,0.0466
Schuyler County,New York,17807,0.17807
Schuylkill County,Pennsylvania,141359,1.41359
Scioto County,Ohio,75314,0.75314
Scotland County,Missouri,4902,0.04902
Scotland County,North Carolina,34823,0.34823
Scott County,Kentucky,57004,0.57004
Scott County,Minnesota,149013,1.49013
Scott County,Missouri,38280,0.3828
Scott County,Mississippi,28124,0.28124
Scott County,Tennessee,22068,0.22068
Scott County,Virginia,21566,0.21566
Scott County,Kansas,4823,0.04823
Scott County,Indiana,23873,0.23873
Scott County,Illinois,4951,0.04951
Scott County,Iowa,172943,1.72943
Scott County,Arkansas,10281,0.10281
Scotts Bluff County,Nebraska,35618,0.35618
Screven County,Georgia,13966,0.13966
Scurry County,Texas,16703,0.16703
Searcy County,Arkansas,7881,0.07881
Sebastian County,Arkansas,127827,1.27827
Sedgwick County,Colorado,2248,0.02248
Sedgwick County,Kansas,516042,5.16042
Seminole County,Florida,471826,4.71826
Seminole County,Georgia,8090,0.0809
Seminole County,Oklahoma,24258,0.24258
Seneca County,New York,34016,0.34016
Seneca County,Ohio,55178,0.55178
Sequatchie County,Tennessee,15026,0.15026
Sequoyah County,Oklahoma,41569,0.41569
Sevier County,Utah,21620,0.2162
Sevier County,Arkansas,17007,0.17007
Sevier County,Tennessee,98250,0.9825
Seward County,Kansas,21428,0.21428
Seward County,Nebraska,17284,0.17284
Shackelford County,Texas,3265,0.03265
Shannon County,Missouri,8166,0.08166
Sharkey County,Mississippi,4321,0.04321
Sharp County,Arkansas,17442,0.17442
Shasta County,California,180080,1.8008
Shawano County,Wisconsin,40899,0.40899
Shawnee County,Kansas,176875,1.76875
Sheboygan County,Wisconsin,115340,1.1534
Shelby County,Iowa,11454,0.11454
Shelby County,Alabama,217702,2.17702
Shelby County,Illinois,21634,0.21634
Shelby County,Indiana,44729,0.44729
Shelby County,Kentucky,49024,0.49024
Shelby County,Missouri,5930,0.0593
Shelby County,Ohio,48590,0.4859
Shelby County,Tennessee,937166,9.37166
Shelby County,Texas,25274,0.25274
Shenandoah County,Virginia,43616,0.43616
Sherburne County,Minnesota,97238,0.97238
Sheridan County,Wyoming,30485,0.30485
Sheridan County,Nebraska,5246,0.05246
Sheridan County,North Dakota,1315,0.01315
Sheridan County,Montana,3309,0.03309
Sheridan County,Kansas,2521,0.02521
Sherman County,Kansas,5917,0.05917
Sherman County,Nebraska,3001,0.03001
Sherman County,Oregon,1780,0.0178
Sherman County,Texas,3022,0.03022
Shiawassee County,Michigan,68122,0.68122
Shoshone County,Idaho,12882,0.12882
Sibley County,Minnesota,14865,0.14865
Sierra County,California,3005,0.03005
Sierra County,New Mexico,10791,0.10791
Silver Bow County,Montana,34915,0.34915
Simpson County,Kentucky,18572,0.18572
Simpson County,Mississippi,26658,0.26658
Sioux County,Iowa,34855,0.34855
Sioux County,North Dakota,4230,0.0423
Sioux County,Nebraska,1166,0.01166
Siskiyou County,California,43539,0.43539
Sitka City and Borough,Alaska,8493,0.08493
Skagit County,Washington,129205,1.29205
Skagway Municipality,Alaska,1183,0.01183
Skamania County,Washington,12083,0.12083
Slope County,North Dakota,750,0.0075
Smith County,Tennessee,20157,0.20157
Smith County,Texas,232751,2.32751
Smith County,Mississippi,15916,0.15916
Smith County,Kansas,3583,0.03583
Smyth County,Virginia,30104,0.30104
Snohomish County,Washington,822083,8.22083
Snyder County,Pennsylvania,40372,0.40372
Socorro County,New Mexico,16637,0.16637
Solano County,California,447643,4.47643
Somerset County,Maryland,25616,0.25616
Somerset County,Maine,50484,0.50484
Somerset County,New Jersey,328934,3.28934
Somerset County,Pennsylvania,73447,0.73447
Somervell County,Texas,9128,0.09128
Sonoma County,California,494336,4.94336
Southampton County,Virginia,17631,0.17631
Southeast Fairbanks Census Area,Alaska,6893,0.06893
Spalding County,Georgia,66703,0.66703
Spartanburg County,South Carolina,319785,3.19785
Spencer County,Indiana,20277,0.20277
Spencer County,Kentucky,19351,0.19351
Spink County,South Dakota,6376,0.06376
Spokane County,Washington,522798,5.22798
Spotsylvania County,Virginia,136215,1.36215
St. Bernard Parish,Louisiana,47244,0.47244
St. Charles County,Missouri,402022,4.02022
St. Charles Parish,Louisiana,53100,0.531
St. Clair County,Alabama,89512,0.89512
St. Clair County,Illinois,259686,2.59686
St. Clair County,Michigan,159128,1.59128
St. Clair County,Missouri,9397,0.09397
St. Croix County,Wisconsin,90687,0.90687
St. Francis County,Arkansas,24994,0.24994
St. Francois County,Missouri,67215,0.67215
St. Helena Parish,Louisiana,10132,0.10132
St. James Parish,Louisiana,21096,0.21096
St. John the Baptist Parish,Louisiana,42837,0.42837
St. Johns County,Florida,264672,2.64672
St. Joseph County,Indiana,271826,2.71826
St. Joseph County,Michigan,60964,0.60964
St. Landry Parish,Louisiana,82124,0.82124
St. Lawrence County,New York,107740,1.0774
St. Louis County,Minnesota,199070,1.9907
St. Louis County,Missouri,994205,9.94205
St. Lucie County,Florida,328297,3.28297
St. Martin Parish,Louisiana,53431,0.53431
St. Mary Parish,Louisiana,49348,0.49348
St. Mary's County,Maryland,113510,1.1351
St. Tammany Parish,Louisiana,260419,2.60419
Stafford County,Virginia,152882,1.52882
Stafford County,Kansas,4156,0.04156
Stanislaus County,California,550660,5.5066
Stanley County,South Dakota,3098,0.03098
Stanly County,North Carolina,62806,0.62806
Stanton County,Kansas,2006,0.02006
Stanton County,Nebraska,5920,0.0592
Stark County,Illinois,5342,0.05342
Stark County,North Dakota,31489,0.31489
Stark County,Ohio,370606,3.70606
Starke County,Indiana,22995,0.22995
Starr County,Texas,64633,0.64633
Staunton city,Virginia,24932,0.24932
Ste. Genevieve County,Missouri,17894,0.17894
Stearns County,Minnesota,161075,1.61075
Steele County,Minnesota,36649,0.36649
Steele County,North Dakota,1890,0.0189
Stephens County,Georgia,25925,0.25925
Stephens County,Oklahoma,43143,0.43143
Stephens County,Texas,9366,0.09366
Stephenson County,Illinois,44498,0.44498
Sterling County,Texas,1291,0.01291
Steuben County,Indiana,34594,0.34594
Steuben County,New York,95379,0.95379
Stevens County,Kansas,5485,0.05485
Stevens County,Minnesota,9805,0.09805
Stevens County,Washington,45723,0.45723
Stewart County,Georgia,6621,0.06621
Stewart County,Tennessee,13715,0.13715
Stillwater County,Montana,9642,0.09642
Stoddard County,Missouri,29025,0.29025
Stokes County,North Carolina,45591,0.45591
Stone County,Arkansas,12506,0.12506
Stone County,Missouri,31952,0.31952
Stone County,Mississippi,18336,0.18336
Stonewall County,Texas,1350,0.0135
Storey County,Nevada,4123,0.04123
Story County,Iowa,97117,0.97117
Strafford County,New Hampshire,130633,1.30633
Stutsman County,North Dakota,20704,0.20704
Sublette County,Wyoming,9831,0.09831
Suffolk city,Virginia,92108,0.92108
Suffolk County,Massachusetts,803907,8.03907
Suffolk County,New York,1476601,14.76601
Sullivan County,Indiana,20669,0.20669
Sullivan County,Missouri,6089,0.06089
Sullivan County,New Hampshire,43146,0.43146
Sullivan County,New York,75432,0.75432
Sullivan County,Pennsylvania,6066,0.06066
Sullivan County,Tennessee,158348,1.58348
Sully County,South Dakota,1391,0.01391
Summers County,West Virginia,12573,0.12573
Summit County,Utah,42145,0.42145
Summit County,Ohio,541013,5.41013
Summit County,Colorado,31011,0.31011
Sumner County,Kansas,22836,0.22836
Sumner County,Tennessee,191283,1.91283
Sumter County,Alabama,12427,0.12427
Sumter County,Florida,132420,1.3242
Sumter County,Georgia,29524,0.29524
Sumter County,South Carolina,106721,1.06721
Sunflower County,Mississippi,25110,0.2511
Surry County,North Carolina,71783,0.71783
Surry County,Virginia,6422,0.06422
Susquehanna County,Pennsylvania,40328,0.40328
Sussex County,Delaware,234225,2.34225
Sussex County,New Jersey,140488,1.40488
Sussex County,Virginia,11159,0.11159
Sutter County,California,96971,0.96971
Sutton County,Texas,3776,0.03776
Suwannee County,Florida,44417,0.44417
Swain County,North Carolina,14271,0.14271
Sweet Grass County,Montana,3737,0.03737
Sweetwater County,Wyoming,42343,0.42343
Swift County,Minnesota,9266,0.09266
Swisher County,Texas,7397,0.07397
Switzerland County,Indiana,10751,0.10751
Talbot County,Maryland,37181,0.37181
Talbot County,Georgia,6195,0.06195
Taliaferro County,Georgia,1537,0.01537
Talladega County,Alabama,79978,0.79978
Tallahatchie County,Mississippi,13809,0.13809
Tallapoosa County,Alabama,40367,0.40367
Tama County,Iowa,16854,0.16854
Taney County,Missouri,55928,0.55928
Tangipahoa Parish,Louisiana,134758,1.34758
Taos County,New Mexico,32723,0.32723
Tarrant County,Texas,2102515,21.02515
Tate County,Mississippi,28321,0.28321
Tattnall County,Georgia,25286,0.25286
Taylor County,Florida,21569,0.21569
Taylor County,Georgia,8020,0.0802
Taylor County,Iowa,6121,0.06121
Taylor County,Kentucky,25769,0.25769
Taylor County,Texas,138034,1.38034
Taylor County,Wisconsin,20343,0.20343
Taylor County,West Virginia,16695,0.16695
Tazewell County,Illinois,131803,1.31803
Tazewell County,Virginia,40595,0.40595
Tehama County,California,65084,0.65084
Telfair County,Georgia,15860,0.1586
Teller County,Colorado,25388,0.25388
Tensas Parish,Louisiana,4334,0.04334
Terrebonne Parish,Louisiana,110461,1.10461
Terrell County,Georgia,8531,0.08531
Terrell County,Texas,776,0.00776
Terry County,Texas,12337,0.12337
Teton County,Idaho,12142,0.12142
Teton County,Montana,6147,0.06147
Teton County,Wyoming,23464,0.23464
Texas County,Missouri,25398,0.25398
Texas County,Oklahoma,19983,0.19983
Thayer County,Nebraska,5003,0.05003
Thomas County,Georgia,44451,0.44451
Thomas County,Kansas,7777,0.07777
Thomas County,Nebraska,722,0.00722
Throckmorton County,Texas,1501,0.01501
Thurston County,Nebraska,7224,0.07224
Thurston County,Washington,290536,2.90536
Tift County,Georgia,40644,0.40644
Tillamook County,Oregon,27036,0.27036
Tillman County,Oklahoma,7250,0.0725
Tioga County,New York,48203,0.48203
Tioga County,Pennsylvania,40591,0.40591
Tippah County,Mississippi,22015,0.22015
Tippecanoe County,Indiana,195732,1.95732
Tipton County,Indiana,15148,0.15148
Tipton County,Tennessee,61599,0.61599
Tishomingo County,Mississippi,19383,0.19383
Titus County,Texas,32750,0.3275
Todd County,Kentucky,12294,0.12294
Todd County,Minnesota,24664,0.24664
Todd County,South Dakota,10177,0.10177
Tolland County,Connecticut,150721,1.50721
Tom Green County,Texas,119200,1.192
Tompkins County,New York,102180,1.0218
Tooele County,Utah,72259,0.72259
Toole County,Montana,4736,0.04736
Toombs County,Georgia,26830,0.2683
Torrance County,New Mexico,15461,0.15461
Towner County,North Dakota,2189,0.02189
Towns County,Georgia,12037,0.12037
Traill County,North Dakota,8036,0.08036
Transylvania County,North Carolina,34385,0.34385
Traverse County,Minnesota,3259,0.03259
Travis County,Texas,1273954,12.73954
Treasure County,Montana,696,0.00696
Trego County,Kansas,2803,0.02803
Trempealeau County,Wisconsin,29649,0.29649
Treutlen County,Georgia,6901,0.06901
Trigg County,Kentucky,14651,0.14651
Trimble County,Kentucky,8471,0.08471
Trinity County,Texas,14651,0.14651
Trinity County,California,12285,0.12285
Tripp County,South Dakota,5441,0.05441
Troup County,Georgia,69922,0.69922
Trousdale County,Tennessee,11284,0.11284
Trumbull County,Ohio,197974,1.97974
Tucker County,West Virginia,6839,0.06839
Tulare County,California,466195,4.66195
Tulsa County,Oklahoma,651552,6.51552
Tunica County,Mississippi,9632,0.09632
Tuolumne County,California,54478,0.54478
Turner County,Georgia,7985,0.07985
Turner County,South Dakota,8384,0.08384
Tuscaloosa County,Alabama,209355,2.09355
Tuscarawas County,Ohio,91987,0.91987
Tuscola County,Michigan,52245,0.52245
Twiggs County,Georgia,8120,0.0812
Twin Falls County,Idaho,86878,0.86878
Tyler County,Texas,21672,0.21672
Tyler County,West Virginia,8591,0.08591
Tyrrell County,North Carolina,4016,0.04016
Uinta County,Wyoming,20226,0.20226
Uintah County,Utah,35734,0.35734
Ulster County,New York,177573,1.77573
Umatilla County,Oregon,77950,0.7795
Unicoi County,Tennessee,17883,0.17883
Union County,Arkansas,38682,0.38682
Union County,Florida,15237,0.15237
Union County,Georgia,24511,0.24511
Union County,Iowa,12241,0.12241
Union County,Illinois,16653,0.16653
Union County,Indiana,7054,0.07054
Union County,Kentucky,14381,0.14381
Union County,Mississippi,28815,0.28815
Union County,North Carolina,239859,2.39859
Union County,New Jersey,556341,5.56341
Union County,New Mexico,4059,0.04059
Union County,Ohio,58988,0.58988
Union County,Oregon,26835,0.26835
Union County,Pennsylvania,44923,0.44923
Union County,South Carolina,27316,0.27316
Union County,South Dakota,15932,0.15932
